Pathway,Metabolite
Phenylalanine metabolism,2-Oxepin-2(3H)-ylideneacetyl-CoA
Phenylalanine metabolism,"2-(1,2-Epoxy-1,2-dihydrophenyl)acetyl-CoA"
Phenylalanine metabolism,Polyporic acid
Phenylalanine metabolism,Ascocorynin
Chlorocyclohexane and chlorobenzene degradation,CO2
Chlorocyclohexane and chlorobenzene degradation,Succinate
Chlorocyclohexane and chlorobenzene degradation,Catechol
Chlorocyclohexane and chlorobenzene degradation,Phenol
Chlorocyclohexane and chlorobenzene degradation,Glycolate
Chlorocyclohexane and chlorobenzene degradation,Hydroquinone
Chlorocyclohexane and chlorobenzene degradation,2-Hydroxymuconate semialdehyde
Chlorocyclohexane and chlorobenzene degradation,Benzene
Chlorocyclohexane and chlorobenzene degradation,4-Chlorophenol
Chlorocyclohexane and chlorobenzene degradation,2-Maleylacetate
Chlorocyclohexane and chlorobenzene degradation,4-Chlorocatechol
Chlorocyclohexane and chlorobenzene degradation,Pentachlorophenol
Chlorocyclohexane and chlorobenzene degradation,"2,4-Dichlorophenol"
Chlorocyclohexane and chlorobenzene degradation,"Benzene-1,2,4-triol"
Chlorocyclohexane and chlorobenzene degradation,"3,5-Dichlorocatechol"
Chlorocyclohexane and chlorobenzene degradation,Tetrachlorohydroquinone
Chlorocyclohexane and chlorobenzene degradation,"2-Chloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"3-Chloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"2,4-Dichlorophenoxyacetate"
Chlorocyclohexane and chlorobenzene degradation,"2,4-Dichloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"cis-1,2-Dihydrobenzene-1,2-diol"
Chlorocyclohexane and chlorobenzene degradation,cis-4-Carboxymethylenebut-2-en-4-olide
Chlorocyclohexane and chlorobenzene degradation,"2-Chloro-2,5-dihydro-5-oxofuran-2-acetate"
Chlorocyclohexane and chlorobenzene degradation,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"
Chlorocyclohexane and chlorobenzene degradation,"trans-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide"
Chlorocyclohexane and chlorobenzene degradation,3-Chlorocatechol
Chlorocyclohexane and chlorobenzene degradation,"6-Chlorobenzene-1,2,4-triol"
Chlorocyclohexane and chlorobenzene degradation,2-Chloromaleylacetate
Chlorocyclohexane and chlorobenzene degradation,"1,2,4-Trichlorobenzene"
Chlorocyclohexane and chlorobenzene degradation,gamma-Pentachlorocyclohexene
Chlorocyclohexane and chlorobenzene degradation,"1,3,4,6-Tetrachloro-1,4-cyclohexadiene"
Chlorocyclohexane and chlorobenzene degradation,"2,4,5-Trichloro-2,5-cyclohexadiene-1-ol"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichloro-2,5-cyclohexadiene-1,4-diol"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichlorohydroquinone"
Chlorocyclohexane and chlorobenzene degradation,Chlorohydroquinone
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichlorophenol"
Chlorocyclohexane and chlorobenzene degradation,"cis,cis-4-Hydroxymuconic semialdehyde"
Chlorocyclohexane and chlorobenzene degradation,Chloroacetic acid
Chlorocyclohexane and chlorobenzene degradation,"beta-1,2,3,4,5,6-Hexachlorocyclohexane"
Chlorocyclohexane and chlorobenzene degradation,"delta-3,4,5,6-Tetrachlorocyclohexene"
Chlorocyclohexane and chlorobenzene degradation,Chlorobenzene
Chlorocyclohexane and chlorobenzene degradation,Lindane
Chlorocyclohexane and chlorobenzene degradation,4-Chlorophenoxyacetate
Chlorocyclohexane and chlorobenzene degradation,5-Chloro-2-hydroxymuconic semialdehyde
Chlorocyclohexane and chlorobenzene degradation,Protoanemonin
Chlorocyclohexane and chlorobenzene degradation,cis-Acetylacrylate
Chlorocyclohexane and chlorobenzene degradation,"1,4-Dichlorobenzene"
Chlorocyclohexane and chlorobenzene degradation,"3,6-Dichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
Chlorocyclohexane and chlorobenzene degradation,"3,6-Dichlorocatechol"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"2,6-Dichlorophenol"
Chlorocyclohexane and chlorobenzene degradation,"2,6-Dichlorohydroquinone"
Chlorocyclohexane and chlorobenzene degradation,"2,4,6-Trichlorophenol"
Chlorocyclohexane and chlorobenzene degradation,"2,3,6-Trichlorohydroquinone"
Chlorocyclohexane and chlorobenzene degradation,"2,4,5-Trichlorophenoxyacetic acid"
Chlorocyclohexane and chlorobenzene degradation,"2,4,5-Trichlorophenol"
Chlorocyclohexane and chlorobenzene degradation,"5-Chloro-1,2,4-trihydroxybenzene"
Chlorocyclohexane and chlorobenzene degradation,"2-Hydroxy-1,4-benzoquinone"
Chlorocyclohexane and chlorobenzene degradation,"5,6-Dichloro-1,3-cyclohexadiene"
Chlorocyclohexane and chlorobenzene degradation,"3,4,6-Trichlorocatechol"
Chlorocyclohexane and chlorobenzene degradation,"3,4,6-Trichloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
Chlorocyclohexane and chlorobenzene degradation,"2,3,5-Trichloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichloro-carboxymethylenebut-2-en-4-olide"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichloro-4-oxohex-2-enedioate"
Chlorocyclohexane and chlorobenzene degradation,2-Chloro-3-oxoadipate
Chlorocyclohexane and chlorobenzene degradation,"3-Chloro-cis-1,2-dihydroxycyclohexa-3,5-diene"
Chlorocyclohexane and chlorobenzene degradation,trans-4-Carboxymethylenebut-2-en-4-olide
Chlorocyclohexane and chlorobenzene degradation,"2,4-Dichloroaniline"
Chlorocyclohexane and chlorobenzene degradation,4-Chloroaniline
Chlorocyclohexane and chlorobenzene degradation,"beta-2,3,4,5,6-Pentachlorocyclohexanol"
Chlorocyclohexane and chlorobenzene degradation,"beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol"
Chlorocyclohexane and chlorobenzene degradation,3-Chloro-2-hydroxymuconic semialdehyde
Chlorocyclohexane and chlorobenzene degradation,"1,2,3,4-Tetrachlorobenzene"
Chlorocyclohexane and chlorobenzene degradation,cis-Chlorobenzene dihydrodiol
Chlorocyclohexane and chlorobenzene degradation,Tetrachlorocatechol
Chlorocyclohexane and chlorobenzene degradation,"Tetrachloro-cis,cis-muconate"
Chlorocyclohexane and chlorobenzene degradation,"2,3,5-Trichlorodienelactone"
Chlorocyclohexane and chlorobenzene degradation,"2,3,5-Trichloromaleylacetate"
Chlorocyclohexane and chlorobenzene degradation,"2,4-Dichloro-3-oxoadipate"
Chlorocyclohexane and chlorobenzene degradation,Chloranil
Chlorocyclohexane and chlorobenzene degradation,"2,6-Dichloro-p-benzoquinone"
Chlorocyclohexane and chlorobenzene degradation,"2,5-Dichloro-p-benzoquinone"
Chlorocyclohexane and chlorobenzene degradation,5-Chloro-2-hydroxy-p-benzoquinone
Benzoate degradation,Pyruvate
Benzoate degradation,Acetyl-CoA
Benzoate degradation,Oxaloacetate
Benzoate degradation,Acetaldehyde
Benzoate degradation,Catechol
Benzoate degradation,Succinyl-CoA
Benzoate degradation,Phenol
Benzoate degradation,4-Hydroxybenzoate
Benzoate degradation,Benzoate
Benzoate degradation,"2,3-Dihydroxybenzoate"
Benzoate degradation,"3,4-Dihydroxybenzoate"
Benzoate degradation,Acetoacetyl-CoA
Benzoate degradation,Benzoyl-CoA
Benzoate degradation,Glutaryl-CoA
Benzoate degradation,Hydroquinone
Benzoate degradation,3-Hydroxybenzoate
Benzoate degradation,"2-Hydroxy-2,4-pentadienoate"
Benzoate degradation,"2,5-Dihydroxybenzoate"
Benzoate degradation,2-Hydroxymuconate semialdehyde
Benzoate degradation,3-Oxoadipate
Benzoate degradation,Crotonoyl-CoA
Benzoate degradation,Pimeloyl-CoA
Benzoate degradation,(S)-3-Hydroxybutanoyl-CoA
Benzoate degradation,"3-Carboxy-cis,cis-muconate"
Benzoate degradation,"2-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"
Benzoate degradation,Benzene
Benzoate degradation,Resorcinol
Benzoate degradation,2-Maleylacetate
Benzoate degradation,3-Oxoadipyl-CoA
Benzoate degradation,Glutaconyl-1-CoA
Benzoate degradation,"cis,cis-Muconate"
Benzoate degradation,2-Hydroxymuconate
Benzoate degradation,4-Methoxybenzoate
Benzoate degradation,"Benzene-1,2,4-triol"
Benzoate degradation,4-Hydroxybenzoyl-CoA
Benzoate degradation,gamma-Oxalocrotonate
Benzoate degradation,"2-Oxo-2,3-dihydrofuran-5-acetate"
Benzoate degradation,4-Hydroxy-2-oxopentanoate
Benzoate degradation,"2-Pyrone-4,6-dicarboxylate"
Benzoate degradation,"3-Hydroxy-cis,cis-muconate"
Benzoate degradation,4-Oxocyclohexanecarboxylate
Benzoate degradation,"cis-1,2-Dihydrobenzene-1,2-diol"
Benzoate degradation,4-Carboxy-4-hydroxy-2-oxoadipate
Benzoate degradation,"(1E,3E)-4-Hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
Benzoate degradation,trans-4-Hydroxycyclohexanecarboxylate
Benzoate degradation,"(1E)-4-Oxobut-1-ene-1,2,4-tricarboxylate"
Benzoate degradation,3-Carboxy-2-hydroxymuconate semialdehyde
Benzoate degradation,4-Carboxy-2-hydroxymuconate semialdehyde
Benzoate degradation,"3-Carboxy-2,5-dihydro-5-oxofuran-2-acetate"
Benzoate degradation,"2-Hydroxy-2-hydropyrone-4,6-dicarboxylate"
Benzoate degradation,Parapyruvate
Benzoate degradation,4-Methylene-2-oxoglutarate
Benzoate degradation,"(1R,6S)-1,6-Dihydroxycyclohexa-2,4-diene-1-carboxylate"
Benzoate degradation,"Cyclohexa-1,5-diene-1-carbonyl-CoA"
Benzoate degradation,2-Aminobenzenesulfonate
Benzoate degradation,3-Sulfocatechol
Benzoate degradation,3-Hydroxypimeloyl-CoA
Benzoate degradation,3-Oxopimeloyl-CoA
Benzoate degradation,6-Carboxyhex-2-enoyl-CoA
Benzoate degradation,6-Hydroxycyclohex-1-ene-1-carbonyl-CoA
Benzoate degradation,"Cyclohexa-2,5-diene-1-carbonyl-CoA"
Benzoate degradation,"Cyclohexa-1,4-diene-1-carbonyl-CoA"
Benzoate degradation,Cyclohex-1-ene-1-carbonyl-CoA
Benzoate degradation,2-Hydroxycyclohexane-1-carbonyl-CoA
Benzoate degradation,2-Oxocyclohexane-1-carbonyl-CoA
Benzoate degradation,6-Oxocyclohex-1-ene-1-carbonyl-CoA
Benzoate degradation,Cyclohexane-1-carboxylate
Benzoate degradation,Cyclohexane-1-carbonyl-CoA
Benzoate degradation,5-Carboxy-2-pentenoyl-CoA
Benzoate degradation,"(S)-5-Oxo-2,5-dihydrofuran-2-acetate"
Benzoate degradation,"3,4-Didehydroadipyl-CoA"
Benzoate degradation,"3,4-Didehydroadipyl-CoA semialdehyde"
Benzoate degradation,"2,3-Epoxy-2,3-dihydrobenzoyl-CoA"
Benzoate degradation,"2,6-Dihydroxybenzoate"
Benzoate degradation,cis-4-Hydroxycyclohexane-1-carboxylate
Benzoate degradation,4-Oxocyclohex-2-ene-1-carboxylate
Benzoate degradation,"4-Oxocyclohex-2,5-dienecarboxylate"
Bisphenol degradation,4-Hydroxybenzoate
Bisphenol degradation,Hydroquinone
Bisphenol degradation,4-Hydroxybenzaldehyde
Bisphenol degradation,4'-Hydroxyacetophenone
Bisphenol degradation,Tetrabromobisphenol A
Bisphenol degradation,Tribromobisphenol A
Bisphenol degradation,Dibromobisphenol A
Bisphenol degradation,Monobromobisphenol A
Bisphenol degradation,Bisphenol A
Bisphenol degradation,"4-Methyl-2,4-bis-(p-hydroxyphenyl)pent-1-ene"
Bisphenol degradation,5-Hydroxybisphenol A
Bisphenol degradation,"4,5-Bisphenol-o-quinone"
Bisphenol degradation,"1,2-Bis(4-hydroxyphenyl)-2-propanol"
Bisphenol degradation,"2,2-Bis(4-hydroxyphenyl)-1-propanol"
Bisphenol degradation,"4,4'-Dihydroxy-alpha-methylstilbene"
Bisphenol degradation,"2,2-Bis(4-hydroxyphenyl)-propanoic acid"
Bisphenol degradation,"2,3-Bis(4-hydroxyphenyl)-1,2-propanediol"
Bisphenol degradation,4-Hydroxyphenacyl alcohol
Bisphenol degradation,4-Hydroxyphenyl acetate
Bisphenol degradation,4-Ethylphenol
Bisphenol degradation,1-(4'-Hydroxyphenyl)ethanol
Bisphenol degradation,"4,4'-Dihydroxybenzophenone"
Bisphenol degradation,Bis(4-hydroxyphenyl)methane
Bisphenol degradation,Bis(4-hydroxyphenyl)methanol
Bisphenol degradation,4-Hydroxyphenyl-4-hydroxybenzoate
Fluorobenzoate degradation,Catechol
Fluorobenzoate degradation,2-Maleylacetate
Fluorobenzoate degradation,2-Chlorobenzoate
Fluorobenzoate degradation,2-Fluorobenzoate
Fluorobenzoate degradation,3-Fluorobenzoate
Fluorobenzoate degradation,4-Chlorobenzoate
Fluorobenzoate degradation,4-Fluorobenzoate
Fluorobenzoate degradation,4-Fluorobenzoyl-CoA
Fluorobenzoate degradation,4-Hydroxybenzoyl-CoA
Fluorobenzoate degradation,"3,5-Dibromo-4-hydroxybenzoate"
Fluorobenzoate degradation,Bromoxynil
Fluorobenzoate degradation,4-Chlorobenzoyl-CoA
Fluorobenzoate degradation,"2,4-Dichlorobenzoate"
Fluorobenzoate degradation,"2,4-Dichlorobenzoyl-CoA"
Fluorobenzoate degradation,Fluorobenzene
Fluorobenzoate degradation,"3,5-Dibromo-4-hydroxybenzamide"
Fluorobenzoate degradation,"2,6-Dibromophenol"
Fluorobenzoate degradation,"2,6-Dibromohydroquinone"
Fluorobenzoate degradation,2-Bromomaleylacetate
Fluorobenzoate degradation,3-Fluorocatechol
Fluorobenzoate degradation,4-Fluorocatechol
Fluorobenzoate degradation,"3-Fluoro-cis,cis-muconate"
Fluorobenzoate degradation,"2-Fluoro-cis,cis-muconate"
Fluorobenzoate degradation,4-Fluoromuconolactone
Fluorobenzoate degradation,5-Fluoromuconolactone
Fluorobenzoate degradation,"3-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
Fluorobenzoate degradation,"5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
Fluorobenzoate degradation,"4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
Fluorobenzoate degradation,"6-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
Fluorobenzoate degradation,"2-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate"
Fluorobenzoate degradation,"4-Fluorocyclohexadiene-cis,cis-1,2-diol"
Fluorobenzoate degradation,"1-Fluorocyclohexadiene-cis,cis-1,2-diol"
Furfural degradation,2-Oxoglutarate
Furfural degradation,2-Furoyl-CoA
Furfural degradation,2-Furoate
Furfural degradation,S-(5-Hydroxy-2-furoyl)-CoA
Furfural degradation,5-Hydroxymethyl-2-furaldehyde
Furfural degradation,Furfural
Furfural degradation,Furfuryl alcohol
Furfural degradation,5-Hydroxymethylfurfuryl alcohol
Furfural degradation,2-Oxoglutaryl-CoA
Furfural degradation,"2,5-Furandicarboxylate"
Tryptophan metabolism,Acetyl-CoA
Tryptophan metabolism,L-Tryptophan
Tryptophan metabolism,Anthranilate
Tryptophan metabolism,2-Oxoadipate
Tryptophan metabolism,L-Kynurenine
Tryptophan metabolism,Indolepyruvate
Tryptophan metabolism,Acetoacetyl-CoA
Tryptophan metabolism,Tryptamine
Tryptophan metabolism,Indole
Tryptophan metabolism,Glutaryl-CoA
Tryptophan metabolism,3-Hydroxyanthranilate
Tryptophan metabolism,Indole-3-acetaldehyde
Tryptophan metabolism,5-Hydroxy-L-tryptophan
Tryptophan metabolism,Serotonin
Tryptophan metabolism,Crotonoyl-CoA
Tryptophan metabolism,Indole-3-acetate
Tryptophan metabolism,Indole-3-ethanol
Tryptophan metabolism,N-Acetylserotonin
Tryptophan metabolism,"7,8-Dihydroxykynurenate"
Tryptophan metabolism,(S)-3-Hydroxybutanoyl-CoA
Tryptophan metabolism,"7,8-Dihydro-7,8-dihydroxykynurenate"
Tryptophan metabolism,"4-(2-Aminophenyl)-2,4-dioxobutanoate"
Tryptophan metabolism,Melatonin
Tryptophan metabolism,4-Hydroxy-2-quinolinecarboxylic acid
Tryptophan metabolism,2-Aminophenol
Tryptophan metabolism,2-Aminophenoxazin-3-one
Tryptophan metabolism,N-Acetylisatin
Tryptophan metabolism,2-Aminomuconate
Tryptophan metabolism,N-Acetylindoxyl
Tryptophan metabolism,Xanthurenic acid
Tryptophan metabolism,(Indol-3-yl)acetamide
Tryptophan metabolism,L-Formylkynurenine
Tryptophan metabolism,"2,3-Dihydroxyindole"
Tryptophan metabolism,Indole-3-acetaldehyde oxime
Tryptophan metabolism,3-Indoleacetonitrile
Tryptophan metabolism,3-Hydroxy-L-kynurenine
Tryptophan metabolism,(Indol-3-yl)glycolaldehyde
Tryptophan metabolism,gamma-Oxalocrotonate
Tryptophan metabolism,2-Formylaminobenzaldehyde
Tryptophan metabolism,Quinolinate
Tryptophan metabolism,2-Aminomuconate semialdehyde
Tryptophan metabolism,2-Amino-3-carboxymuconate semialdehyde
Tryptophan metabolism,5-Hydroxyindoleacetaldehyde
Tryptophan metabolism,5-Hydroxyindoleacetate
Tryptophan metabolism,3-Hydroxykynurenamine
Tryptophan metabolism,"4,8-Dihydroxyquinoline"
Tryptophan metabolism,5-Hydroxykynurenamine
Tryptophan metabolism,"4,6-Dihydroxyquinoline"
Tryptophan metabolism,Cinnavalininate
Tryptophan metabolism,"5-(3'-Carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate"
Tryptophan metabolism,Formyl-N-acetyl-5-methoxykynurenamine
Tryptophan metabolism,6-Hydroxymelatonin
Tryptophan metabolism,3-Methylindolepyruvate
Tryptophan metabolism,"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
Tryptophan metabolism,5-Hydroxyindolepyruvate
Tryptophan metabolism,Formyl-5-hydroxykynurenamine
Tryptophan metabolism,5-Hydroxy-N-formylkynurenine
Tryptophan metabolism,5-Hydroxykynurenine
Tryptophan metabolism,"4-(2-Amino-5-hydroxyphenyl)-2,4-dioxobutanoate"
Tryptophan metabolism,Formylanthranilate
Tryptophan metabolism,"5-(2'-Formylethyl)-4,6-dihydroxypicolinate"
Tryptophan metabolism,"5-(2'-Carboxyethyl)-4,6-dihydroxypicolinate"
Tryptophan metabolism,"5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate"
Tryptophan metabolism,Indoxyl
Tryptophan metabolism,5-Methoxytryptamine
Tryptophan metabolism,5-Methoxyindoleacetate
Tryptophan metabolism,6-Hydroxykynurenate
Tryptophan metabolism,8-Methoxykynurenate
Tryptophan metabolism,3-Methoxyanthranilate
Tryptophan metabolism,5-Hydroxyindoleacetylglycine
Tryptophan metabolism,3-Methyldioxyindole
Tryptophan metabolism,2-Formaminobenzoylacetate
Tryptophan metabolism,Glucobrassicin
Tryptophan metabolism,N-Methylserotonin
Tryptophan metabolism,N-Methyltryptamine
Tryptophan metabolism,Skatole
Tryptophan metabolism,Picolinic acid
Tryptophan metabolism,Indolylmethylthiohydroximate
Tryptophan metabolism,Indolylmethyl-desulfoglucosinolate
Tryptophan metabolism,S-(Indolylmethylthiohydroximoyl)-L-cysteine
Tryptophan metabolism,N-Hydroxyl-tryptamine
Tryptophan metabolism,(R)-(Indol-3-yl)lactate
Tryptophan metabolism,2-Oxoindole-3-acetate
Tryptophan metabolism,Didemethylasterriquinone D
"Phenylalanine, tyrosine and tryptophan biosynthesis",Phosphoenolpyruvate
"Phenylalanine, tyrosine and tryptophan biosynthesis",L-Tryptophan
"Phenylalanine, tyrosine and tryptophan biosynthesis",L-Phenylalanine
"Phenylalanine, tyrosine and tryptophan biosynthesis",L-Tyrosine
"Phenylalanine, tyrosine and tryptophan biosynthesis",Anthranilate
"Phenylalanine, tyrosine and tryptophan biosynthesis",5-Phospho-alpha-D-ribose 1-diphosphate
"Phenylalanine, tyrosine and tryptophan biosynthesis",Phenylpyruvate
"Phenylalanine, tyrosine and tryptophan biosynthesis","3,4-Dihydroxybenzoate"
"Phenylalanine, tyrosine and tryptophan biosynthesis",Chorismate
"Phenylalanine, tyrosine and tryptophan biosynthesis",Prephenate
"Phenylalanine, tyrosine and tryptophan biosynthesis",D-Erythrose 4-phosphate
"Phenylalanine, tyrosine and tryptophan biosynthesis",Quinate
"Phenylalanine, tyrosine and tryptophan biosynthesis","D-Fructose 1,6-bisphosphate"
"Phenylalanine, tyrosine and tryptophan biosynthesis",L-Aspartate 4-semialdehyde
"Phenylalanine, tyrosine and tryptophan biosynthesis",Indole
"Phenylalanine, tyrosine and tryptophan biosynthesis",Shikimate
"Phenylalanine, tyrosine and tryptophan biosynthesis",3-Hydroxybenzoate
"Phenylalanine, tyrosine and tryptophan biosynthesis",L-Arogenate
"Phenylalanine, tyrosine and tryptophan biosynthesis",3-Dehydroquinate
"Phenylalanine, tyrosine and tryptophan biosynthesis",D-Fructose 1-phosphate
"Phenylalanine, tyrosine and tryptophan biosynthesis",3-(4-Hydroxyphenyl)pyruvate
"Phenylalanine, tyrosine and tryptophan biosynthesis",5-O-(1-Carboxyvinyl)-3-phosphoshikimate
"Phenylalanine, tyrosine and tryptophan biosynthesis",1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
"Phenylalanine, tyrosine and tryptophan biosynthesis",3-Dehydroshikimate
"Phenylalanine, tyrosine and tryptophan biosynthesis",Shikimate 3-phosphate
"Phenylalanine, tyrosine and tryptophan biosynthesis",Indoleglycerol phosphate
